Email,First name,Last name,Company name,HubSpot Contact ID (synthetic),Salesforce Lead ID,Lead Source,Imported Funnel Stage,Lead Score,Industry,Segment,Region,Created Date,MQL Date,SQL Date,Form Submissions,Avg Conversion Score,Last Form Submission,Most Common Form,Email Sent Events,Email Delivered Events,Email Open Events,Email Click Events,Email Bounce Events,Email Unsubscribe Events
maya.patel2367@apexanalytics.net,Maya,Patel,Apex Analytics,HS102367,SFLED002367,LinkedIn,Lead,24,HR Tech,Enterprise,Southeast,3/28/2026,,,2,61,5/19/2026,Demo Request,0,3,0,0,0,0
reese.long3832@summitops.net,Reese,Long,Summit Ops,HS103832,SFLED003832,Referral,MQL,50,HR Tech,Enterprise,Northeast,7/28/2025,8/8/2025,,1,62,8/13/2025,HubSpot-SFDC Checklist,0,6,0,0,0,0
taylor.kim3432@keystonehealth.ai,Taylor,Kim,Keystone Health,HS103432,,Content Download,Lead,46,EdTech,Mid-Market,Central,2/12/2026,,,1,33,3/12/2026,RevOps Playbook,0,2,0,0,0,0
avery.adams800@meridiansystems12.co,Avery,Adams,Meridian Systems 12,HS100800,SFLED000800,Organic Search,Lead,95,FinTech,SMB,Southeast,3/18/2025,,,1,50,4/30/2025,HubSpot-SFDC Checklist,0,2,0,0,0,0
cameron.sullivan2341@signalplatform.ai,Cameron,Sullivan,Signal Platform,HS102341,SFLED002341,Content Download,Lead,22,Cybersecurity,SMB,West,2/20/2025,,,1,75,3/10/2025,Webinar Registration,0,3,0,0,0,0
emerson.miller414@novacloud74.co,Emerson,Miller,Nova Cloud 74,HS100414,SFLED000414,Content Download,SQL,96,Ecommerce,Mid-Market,International,2/23/2025,3/17/2025,3/22/2025,0,0,,,0,3,0,0,0,0
morgan.price1847@cobaltcloud80.co,Morgan,Price,Cobalt Cloud 80,HS101847,SFLED001847,Webinar,Lead,50,EdTech,SMB,Southeast,6/29/2026,,,2,22,6/30/2026,Contact Us,0,5,0,0,0,0
reese.torres2459@meridiandata49.net,Reese,Torres,Meridian Data 49,HS102459,SFLED002459,Direct,Lead,48,EdTech,Mid-Market,Northeast,3/13/2025,,,0,0,,,0,3,0,0,0,0
maya.kim431@pioneerplatform.net,Casey,Murphy,Apex Solutions 85,HS100639,SFLED000639,LinkedIn,Lead,47,HR Tech,SMB,West,1/28/2026,,,1,44,2/24/2026,HubSpot-SFDC Checklist,0,3,0,0,0,0
blake.gray2139@summitops30.io,Blake,Gray,Summit Ops 30,HS102139,SFLED002139,Webinar,Lead,39,Manufacturing Tech,Mid-Market,Southeast,9/6/2025,,,2,42.5,11/9/2025,CRM Audit,0,1,0,0,0,0
quinn.king1080@bluepeaklabs31.io,Quinn,King,BluePeak Labs 31,HS101080,SFLED001080,Outbound,Lead,23,Logistics Tech,Mid-Market,Central,2/3/2025,,,0,0,,,0,2,0,0,0,0
sam.price901@ironwoodnetworks73.io,Sam,Price,Ironwood Networks 73,HS100901,SFLED000901,Webinar,MQL,38,Logistics Tech,Mid-Market,Central,3/10/2025,3/23/2025,,0,0,,,0,5,0,0,0,0
charlie.sullivan1343@brightsystems91.io,Charlie,Sullivan,Bright Systems 91,HS101343,,Content Download,Lead,65,Healthcare Tech,Mid-Market,Southeast,12/26/2025,,,1,24,2/22/2026,Webinar Registration,0,3,0,0,0,0
logan.patel1058@cobaltcloud5.co,Logan,Patel,Cobalt Cloud 5,HS101058,SFLED001058,Direct,MQL,51,Ecommerce,Mid-Market,West,4/26/2025,5/12/2025,,1,40,6/17/2025,Contact Us,0,2,0,0,0,0
devon.price2604@ironwoodhealth24.net,Devon,Price,Ironwood Health 24,HS102604,SFLED002604,Paid Search,MQL,57,Healthcare Tech,SMB,Central,3/5/2026,3/26/2026,,1,40,4/11/2026,Demo Request,0,2,0,0,0,0
quinn.brooks3523@signalsoftware35.com,Quinn,Brooks,Signal Software 35,,SFLED003523,Outbound,Lead,44,FinTech,SMB,Mountain,6/14/2026,,,0,0,,,0,1,0,0,0,0
reese.nelson3980@signalsoftware35.com,Reese,Nelson,Signal Software 35,HS103980,SFLED003980,Organic Search,Lead,65,FinTech,SMB,Mountain,11/12/2025,,,0,0,,,0,5,0,0,0,0
harper.ross1396@pioneersystems72.net,Harper,Ross,Pioneer Systems 72,HS101396,SFLED001396,Webinar,Lead,54,FinTech,Mid-Market,West,9/26/2025,,,2,45,10/31/2025,Contact Us,0,2,0,0,0,0
elliot.long1532@clearpathnetworks2.net,Elliot,Long,Clearpath Networks 24,HS101532,,Webinar,Lead,62,FinTech,SMB,International,12/9/2025,,,1,45,1/26/2026,RevOps Playbook,0,0,0,0,0,0
charlie.brooks2913@vertexdata36.io,Charlie,Brooks,Vertex Data 36,,SFLED002913,Content Download,Disqualified,34,Healthcare Tech,SMB,Central,6/8/2025,,,2,49,7/11/2025,RevOps Playbook,0,1,0,0,0,0
reese.brooks2101@signallabs78.net,Reese,Brooks,Signal Labs 78,HS102101,SFLED002101,Partner,MQL,54,Manufacturing Tech,Enterprise,International,4/28/2026,5/16/2026,,2,63,5/4/2026,CRM Audit,0,2,0,0,0,0
reese.stone3995@keystonenetworks89.net,Reese,Stone,Keystone Networks 89,HS103995,SFLED003995,Outbound,Lead,6,EdTech,Mid-Market,West,6/27/2026,,,1,18,6/30/2026,Webinar Registration,0,1,0,0,0,0
harper.chen206@summitplatform86.net,Harper,Chen,Summit Platform 86,HS100206,SFLED000206,Direct,Lead,35,Ecommerce,Enterprise,Northeast,7/23/2025,,,1,64,9/10/2025,ROI Calculator,0,3,0,0,0,0
alex.james839@brightlabs72.ai,Alex,James,Bright Labs 72,HS100839,SFLED000839,Paid Search,Disqualified,48,FinTech,Mid-Market,International,6/27/2026,,,1,1,6/30/2026,ROI Calculator,0,0,0,0,0,0
maya.torres3878@pioneersoftware25.ai,Maya,Torres,Pioneer Software 25,HS103878,SFLED003878,Event,Subscriber,74,Cybersecurity,Mid-Market,Southeast,12/16/2025,,,2,68.5,2/11/2026,Contact Us,0,2,0,0,0,0
parker.patel1126@keystoneplatform46.co,Avery,Parker,Ironwood Group 82,HS103767,,Partner,Lead,62,Ecommerce,Enterprise,International,5/9/2026,,,2,43,6/30/2026,Contact Us,0,1,0,0,0,0
blake.miller715@summitops58.co,Maya,Reed,Signal Group 54,HS101287,SFLED001287,Referral,Lead,12,Healthcare Tech,SMB,Mountain,4/30/2025,,,1,50,6/27/2025,Contact Us,0,1,0,0,0,0
emerson.nelson2583@novasystems.net,Emerson,Nelson,Nova Systems,HS102583,SFLED002583,Content Download,Lead,62,HR Tech,Mid-Market,International,11/5/2025,,,1,51,11/10/2025,HubSpot-SFDC Checklist,0,3,0,0,0,0
finley.miller2695@brightdata.com,Finley,Miller,Bright Data,HS102695,SFLED002695,Event,Lead,39,Ecommerce,SMB,International,2/2/2026,,,2,47,2/20/2026,RevOps Playbook,0,3,0,0,0,0
avery.parker3102@cobaltdata58.net,Avery,Parker,Cobalt Data 58,,SFLED003102,Outbound,Disqualified,37,Logistics Tech,Mid-Market,West,6/21/2025,,,1,91,8/8/2025,CRM Audit,0,1,0,0,0,0
rowan.gray2822@vertexplatform6.co,Rowan,Gray,Vertex Platform 6,,SFLED002822,Partner,SQL,66,Ecommerce,Enterprise,International,5/31/2026,6/24/2026,7/3/2026,5,44.6,6/30/2026,RevOps Playbook,0,2,0,0,0,0
blake.gray1004@bluepeakintelligen.com,Blake,Gray,BluePeak Intelligence,,SFLED001004,Outbound,Lead,41,Logistics Tech,Enterprise,Northeast,1/17/2026,,,0,0,,,0,3,0,0,0,0
quinn.patel576@evergreendata.co,Quinn,Patel,Evergreen Data,HS100576,SFLED000576,Partner,Lead,52,SaaS,Mid-Market,Mountain,2/14/2026,,,0,0,,,0,3,0,0,0,0
blake.sullivan3060@clearpathsystems.com,Blake,Sullivan,Clearpath Systems,HS103060,SFLED003060,Referral,Lead,74,SaaS,Mid-Market,Central,11/21/2025,,,0,0,,,0,0,0,0,0,0
parker.ross514@keystonesoftware93.co,Parker,Ross,Keystone Software 93,HS100514,SFLED000514,Referral,Lead,55,Logistics Tech,Mid-Market,Southeast,9/21/2025,,,2,37,11/7/2025,Contact Us,0,2,0,0,0,0
emerson.miller1794@catalystsoftware.co,Emerson,Miller,Catalyst Software,,SFLED001794,Partner,SQL,69,HR Tech,SMB,Northeast,4/21/2025,5/6/2025,5/9/2025,1,21,4/26/2025,Webinar Registration,0,2,0,0,0,0
emerson.torres893@nimbuscloud.co,Emerson,Torres,Nimbus Cloud,HS100893,SFLED000893,Paid Search,Lead,12,Healthcare Tech,SMB,Northeast,5/5/2025,,,2,33.5,5/23/2025,Contact Us,0,3,0,0,0,0
sam.miller4047@vertexnetworks66.net,Sam,Miller,Vertex Networks 66,HS104047,SFLED004047,LinkedIn,Lead,29,Ecommerce,Mid-Market,International,4/13/2026,,,1,18,5/24/2026,Contact Us,0,3,0,0,0,0
jordan.torres1534@clearpathdata.ai,Jordan,Torres,Clearpath Data,HS101534,SFLED001534,Organic Search,MQL,63,EdTech,Mid-Market,Central,1/19/2025,2/7/2025,,2,71,3/1/2025,CRM Audit,0,2,0,0,0,0
charlie.brooks469@nimbussystems47.com,Charlie,Brooks,Nimbus Systems 47,HS100469,,Referral,MQL,47,Ecommerce,Enterprise,Mountain,8/2/2025,8/26/2025,,1,50,8/15/2025,ROI Calculator,0,1,0,0,0,0
devon.perry879@atlashealth66.net,Devon,Perry,Atlas Health 66,HS100879,SFLED000879,Referral,Lead,44,Manufacturing Tech,SMB,West,8/5/2025,,,1,27,9/1/2025,Contact Us,0,3,0,0,0,0
logan.parker2874@catalystmarkets54.io,Logan,Parker,Catalyst Markets 54,HS102874,SFLED002874,Outbound,Lead,45,Healthcare Tech,Mid-Market,West,3/27/2026,,,1,35,4/6/2026,HubSpot-SFDC Checklist,0,2,0,0,0,0
casey.stone302@meridianmarkets20.net,Casey,Stone,Meridian Markets 20,HS100302,SFLED000302,Partner,Lead,52,Cybersecurity,SMB,International,10/9/2025,,,2,38,11/1/2025,HubSpot-SFDC Checklist,0,2,0,0,0,0
kendall.sullivan583@pioneerlabs.ai,Kendall,Sullivan,Pioneer Labs,,SFLED000583,Organic Search,Lead,34,HR Tech,SMB,International,5/28/2025,,,2,35,7/27/2025,Contact Us,0,1,0,0,0,0
casey.chen433@apexsystems.io,Casey,Chen,Apex Systems,HS100433,SFLED000433,LinkedIn,Lead,65,EdTech,Enterprise,Northeast,3/31/2026,,,1,38,4/3/2026,HubSpot-SFDC Checklist,0,4,0,0,0,0
cameron.miller3482@keystoneplatform69.com,Cameron,Miller,Keystone Platform 69,HS103482,SFLED003482,Outbound,Lead,53,EdTech,SMB,Central,4/9/2025,,,1,55,5/30/2025,RevOps Playbook,0,1,0,0,0,0
quinn.sullivan2813@atlashealth.net,Quinn,Sullivan,Atlas Health,HS102813,SFLED002813,Outbound,Lead,23,SaaS,Mid-Market,Central,1/13/2025,,,2,57,3/7/2025,ROI Calculator,0,3,0,0,0,0
casey.miller1698@keystoneintelligen.net,Casey,Miller,Keystone Intelligence 68,HS101698,SFLED001698,Paid Search,Subscriber,64,SaaS,SMB,International,9/1/2025,,,1,41,9/8/2025,Webinar Registration,0,2,0,0,0,0
finley.perry1189@keystoneworks63.com,Finley,Perry,Keystone Works 63,HS101189,SFLED001189,Organic Search,Lead,65,Ecommerce,SMB,Central,1/28/2025,,,2,30,3/28/2025,Demo Request,0,2,0,0,0,0
charlie.bennett1264@clearpathsolutions.net,Charlie,Bennett,Clearpath Solutions,HS101264,SFLED001264,Partner,MQL,40,SaaS,SMB,International,3/15/2026,4/2/2026,,1,63,4/15/2026,CRM Audit,0,4,0,0,0,0
charlie.perry3846@cobaltdynamics.co,Charlie,Perry,Cobalt Dynamics,HS103846,SFLED003846,LinkedIn,Subscriber,76,EdTech,Enterprise,Mountain,2/26/2026,,,2,46.5,4/26/2026,Contact Us,0,5,0,0,0,0
hayden.perry3963@meridianops42.com,Hayden,Perry,Meridian Ops 42,HS103963,SFLED003963,Webinar,Customer,96,EdTech,Enterprise,International,6/8/2025,6/12/2025,7/10/2025,1,57,7/30/2025,CRM Audit,0,2,0,0,0,0
cameron.ross3659@pioneerdata.net,Cameron,Ross,Pioneer Data,HS103659,SFLED003659,Partner,Lead,40,Logistics Tech,SMB,West,3/6/2026,,,1,42,5/9/2026,ROI Calculator,0,4,0,0,0,0
kendall.patel842@northstarsolutions.ai,Reese,Carter,Bright Labs,HS101330,SFLED001330,Organic Search,Lead,49,SaaS,Mid-Market,West,1/10/2026,,,0,0,,,0,3,0,0,0,0
jamie.kim3304@evergreengroup93.net,Jamie,Kim,Evergreen Group 93,HS103304,SFLED003304,Partner,Lead,31,HR Tech,Enterprise,Mountain,8/6/2025,,,3,55,9/9/2025,RevOps Playbook,0,0,0,0,0,0
harper.perry1619@keystonedynamics.io,Harper,Perry,Keystone Dynamics,HS101619,SFLED001619,Paid Search,SQL,66,Ecommerce,Enterprise,Northeast,1/21/2025,1/23/2025,1/31/2025,1,21,1/26/2025,HubSpot-SFDC Checklist,0,3,0,0,0,0
logan.bennett1035@keystoneintelligen.net,Logan,Bennett,Keystone Intelligence 68,HS101035,SFLED001035,Outbound,Subscriber,16,SaaS,SMB,International,3/27/2025,,,1,34,5/24/2025,CRM Audit,0,0,0,0,0,0
sam.miller3876@evergreenops30.ai,Sam,Miller,Evergreen Ops 30,HS103876,SFLED003876,Referral,MQL,67,HR Tech,Enterprise,Southeast,11/3/2025,11/16/2025,,0,0,,,0,2,0,0,0,0
quinn.patel816@summitworks81.com,Quinn,Patel,Summit Works 81,HS100816,SFLED000816,Content Download,Lead,33,HR Tech,Mid-Market,Central,2/21/2025,,,2,36.5,4/26/2025,HubSpot-SFDC Checklist,0,2,0,0,0,0
sam.nelson3886@northstarmarkets56.io,Sam,Nelson,Northstar Markets 56,,SFLED003886,LinkedIn,MQL,51,EdTech,Enterprise,International,4/3/2025,4/14/2025,,1,24,5/12/2025,Contact Us,0,1,0,0,0,0
hayden.stone61@summitworks81.com,Hayden,Stone,Summit Works 81,HS100061,SFLED000061,Event,SQL,47,HR Tech,Mid-Market,Central,5/7/2026,5/26/2026,6/5/2026,4,30.25,6/23/2026,Contact Us,0,3,0,0,0,0
rowan.patel3789@signalmarkets44.io,Rowan,Patel,Signal Markets 44,HS103789,SFLED003789,Outbound,Lead,43,SaaS,Mid-Market,West,1/11/2025,,,1,49,1/30/2025,Webinar Registration,0,1,0,0,0,0
parker.nelson598@vertexworks.io,Parker,Nelson,Vertex Works,HS100598,SFLED000598,Webinar,SQL,77,Ecommerce,Mid-Market,Northeast,1/23/2025,1/27/2025,1/30/2025,2,43.5,3/28/2025,HubSpot-SFDC Checklist,0,1,0,0,0,0
cameron.foster721@northstarsystems91.net,Cameron,Foster,Northstar Systems 91,HS100721,SFLED000721,Direct,MQL,47,EdTech,Mid-Market,Northeast,1/25/2025,1/31/2025,,1,0,1/26/2025,Contact Us,0,4,0,0,0,0
jamie.stone2146@novacloud58.com,Jamie,Stone,Nova Cloud 58,HS102146,SFLED002146,Organic Search,SQL,94,Logistics Tech,Enterprise,Southeast,10/19/2025,10/22/2025,11/10/2025,0,0,,,0,1,0,0,0,0
parker.gray2671@cobaltintelligence.com,Parker,Gray,Cobalt Intelligence,HS102671,SFLED002671,Outbound,Subscriber,54,Manufacturing Tech,Mid-Market,Northeast,6/28/2025,,,0,0,,,0,4,0,0,0,0
reese.chen1208@cobaltlabs.com,Reese,Chen,Cobalt Labs,HS101208,SFLED001208,Organic Search,MQL,50,EdTech,SMB,Mountain,12/11/2025,12/27/2025,,0,0,,,0,4,0,0,0,0
harper.chen3606@evergreensolutions.ai,Harper,Chen,Evergreen Solutions,HS103606,SFLED003606,Organic Search,Subscriber,39,Cybersecurity,Mid-Market,Mountain,3/18/2025,,,1,83,4/26/2025,Contact Us,0,1,0,0,0,0
finley.bell2754@evergreenops15.com,Finley,Bell,Evergreen Ops 15,HS102754,SFLED002754,Outbound,MQL,44,Healthcare Tech,SMB,Central,5/10/2025,5/27/2025,,1,60,6/21/2025,CRM Audit,0,1,0,0,0,0
charlie.james4025@catalystplatform.net,Charlie,James,Catalyst Platform,HS104025,,Outbound,Lead,27,Ecommerce,Mid-Market,Southeast,11/13/2025,,,1,67,11/22/2025,Contact Us,0,3,0,0,0,0
logan.patel3386@signallabs72.ai,Logan,Patel,Signal Labs 72,,SFLED003386,LinkedIn,SQL,61,Manufacturing Tech,SMB,Northeast,11/1/2025,11/11/2025,11/23/2025,1,70,12/4/2025,CRM Audit,0,4,0,0,0,0
casey.young357@clearpathmarkets.com,Casey,Young,Clearpath Markets,HS100357,SFLED000357,Outbound,MQL,42,SaaS,Mid-Market,International,4/5/2026,4/26/2026,,1,73,5/18/2026,Demo Request,0,4,0,0,0,0
kendall.nelson3671@ironwoodsoftware.ai,Kendall,Nelson,Ironwood Software,HS103671,SFLED003671,Content Download,Lead,35,Cybersecurity,Enterprise,Central,11/14/2025,,,1,45,12/25/2025,HubSpot-SFDC Checklist,0,2,0,0,0,0
jamie.kim1970@ironwoodintelligen.co,Elliot,Kim,Meridian Works,HS102718,SFLED002718,Outbound,Lead,55,FinTech,Enterprise,Central,2/6/2025,,,0,0,,,0,2,0,0,0,0
logan.davis1446@evergreengroup93.net,Logan,Davis,Evergreen Group 93,HS101446,SFLED001446,Paid Search,MQL,67,HR Tech,Enterprise,Mountain,5/22/2026,5/26/2026,,0,0,,,0,0,0,0,0,0
reese.kim762@nimbusnetworks.co,Reese,Kim,Nimbus Networks,HS100762,SFLED000762,Webinar,Lead,22,Manufacturing Tech,SMB,International,11/23/2025,,,5,39.2,1/8/2026,Webinar Registration,0,2,0,0,0,0
riley.ward389@brightsystems91.io,Riley,Ward,Bright Systems 91,HS100389,,Event,Lead,21,Healthcare Tech,Mid-Market,Southeast,4/25/2025,,,2,60,6/17/2025,Contact Us,0,4,0,0,0,0
morgan.ross3803@summitsystems.ai,Morgan,Ross,Summit Systems,HS103803,,Outbound,Lead,38,EdTech,Mid-Market,Southeast,1/18/2026,,,1,55,2/12/2026,Demo Request,0,0,0,0,0,0
morgan.wright2032@summitmarkets80.co,Morgan,Wright,Summit Markets 80,HS102032,SFLED002032,Organic Search,Lead,100,Cybersecurity,Mid-Market,West,8/2/2025,,,0,0,,,0,3,0,0,0,0
devon.ross3917@ironwoodsystems.net,Devon,Ross,Ironwood Systems,HS103917,SFLED003917,Content Download,MQL,89,Manufacturing Tech,SMB,Central,9/17/2025,10/5/2025,,1,21,9/24/2025,Contact Us,0,5,0,0,0,0
cameron.young1864@signalmarkets42.co,Cameron,Young,Signal Markets 42,HS101864,SFLED001864,Content Download,Lead,51,Ecommerce,Mid-Market,Northeast,8/28/2025,,,2,56,10/30/2025,Demo Request,0,5,0,0,0,0
charlie.gray1610@clearpathsolutions.net,Charlie,Gray,Clearpath Solutions,HS101610,SFLED001610,Partner,Lead,51,SaaS,SMB,International,8/23/2025,,,0,0,,,0,1,0,0,0,0
maya.adams712@catalystsolutions7.com,Maya,Adams,Catalyst Solutions 70,HS100712,SFLED000712,Organic Search,Lead,25,HR Tech,Enterprise,Northeast,5/29/2026,,,0,0,,,0,2,0,0,0,0
quinn.kim119@clearpathmarkets43.net,Quinn,Kim,Clearpath Markets 43,HS100119,,Outbound,MQL,46,SaaS,SMB,International,4/11/2025,4/29/2025,,3,55,6/13/2025,CRM Audit,0,1,0,0,0,0
avery.sullivan1810@nimbuscloud.co,Avery,Sullivan,Nimbus Cloud,HS101810,SFLED001810,LinkedIn,Lead,75,Healthcare Tech,SMB,Northeast,9/16/2025,,,0,0,,,0,3,0,0,0,0
finley.reed1727@ironwoodcloud.co,Finley,Reed,Ironwood Cloud,HS101727,SFLED001727,Paid Search,Subscriber,18,Manufacturing Tech,Mid-Market,Southeast,2/5/2026,,,2,52.5,3/30/2026,Contact Us,0,1,0,0,0,0
casey.gray3529@northstarsolutions.ai,Casey,Gray,Northstar Solutions 23,HS103529,SFLED003529,Partner,Lead,66,Logistics Tech,Mid-Market,Northeast,12/12/2025,,,0,0,,,0,3,0,0,0,0
rowan.adams1874@atlassolutions55.co,Rowan,Adams,Atlas Solutions 55,HS101874,SFLED001874,Organic Search,Lead,35,Logistics Tech,SMB,Mountain,2/5/2026,,,1,69,2/14/2026,CRM Audit,0,0,0,0,0,0
blake.young2937@ironwoodsoftware.ai,Blake,Young,Ironwood Software,HS102937,SFLED002937,Partner,Lead,20,Cybersecurity,Enterprise,Central,5/2/2025,,,1,40,6/8/2025,HubSpot-SFDC Checklist,0,5,0,0,0,0
elliot.wright84@summitintelligence.net,Elliot,Wright,Summit Intelligence,HS100084,SFLED000084,Content Download,Lead,59,EdTech,SMB,Northeast,9/8/2025,,,4,57.5,9/29/2025,RevOps Playbook,0,0,0,0,0,0
quinn.young1575@apexplatform59.net,Quinn,Young,Apex Platform 59,,SFLED001575,Webinar,Lead,47,Manufacturing Tech,SMB,Mountain,3/28/2025,,,1,48,4/8/2025,RevOps Playbook,0,2,0,0,0,0
alex.young456@clearpathlabs59.net,Alex,Young,Clearpath Labs 59,HS100456,SFLED000456,Paid Search,Lead,30,HR Tech,Mid-Market,Central,5/13/2025,,,1,41,7/4/2025,RevOps Playbook,0,1,0,0,0,0
jordan.ross3074@keystonedynamics.io,Jordan,Ross,Keystone Dynamics,HS103074,SFLED003074,Content Download,MQL,43,Ecommerce,Enterprise,Northeast,12/13/2025,1/6/2026,,1,38,2/10/2026,ROI Calculator,0,2,0,0,0,0
sam.patel1209@cobaltplatform66.co,Sam,Patel,Cobalt Platform 66,HS101209,SFLED001209,Referral,Lead,78,Manufacturing Tech,Enterprise,Central,9/28/2025,,,1,40,11/24/2025,Contact Us,0,2,0,0,0,0
morgan.torres2533@bluepeakanalytics3.net,Morgan,Torres,BluePeak Analytics 35,HS102533,SFLED002533,Webinar,Lead,45,Healthcare Tech,Enterprise,Southeast,8/29/2025,,,1,17,9/24/2025,RevOps Playbook,0,2,0,0,0,0
hayden.ross3054@summitplatform34.net,Hayden,Ross,Summit Platform 34,HS103054,SFLED003054,Content Download,Lead,64,Cybersecurity,SMB,West,1/11/2025,,,0,0,,,0,5,0,0,0,0
jordan.chen3490@nimbusmarkets91.com,Jordan,Chen,Nimbus Markets 91,HS103490,SFLED003490,LinkedIn,Lead,36,HR Tech,Mid-Market,Mountain,12/30/2025,,,4,46,2/10/2026,CRM Audit,0,4,0,0,0,0
avery.kim3898@catalystdata.net,Avery,Kim,Catalyst Data,HS103898,SFLED003898,Paid Search,MQL,26,Cybersecurity,SMB,International,12/23/2025,1/11/2026,,1,49,2/25/2026,Contact Us,0,4,0,0,0,0
quinn.price261@atlasworks.co,Quinn,Price,Atlas Works,HS100261,SFLED000261,Paid Search,Lead,60,EdTech,Mid-Market,Mountain,2/11/2025,,,1,46,2/28/2025,Demo Request,0,3,0,0,0,0
quinn.davis1608@northstarsolutions.co,Quinn,Davis,Northstar Solutions,HS101608,SFLED001608,Partner,Subscriber,53,Cybersecurity,SMB,International,12/10/2025,,,2,58,1/17/2026,CRM Audit,0,1,0,0,0,0
devon.ross379@ironwoodhealth24.net,Devon,Ross,Ironwood Health 24,,SFLED000379,Referral,SQL,75,Healthcare Tech,SMB,Central,4/4/2026,4/19/2026,4/10/2026,2,42.5,5/29/2026,ROI Calculator,0,2,0,0,0,0
blake.price3113@northstarops.net,Blake,Price,Northstar Ops,HS103113,SFLED003113,Webinar,Opportunity,70,Healthcare Tech,Mid-Market,Southeast,11/3/2025,11/15/2025,11/9/2025,1,37,12/30/2025,Contact Us,0,1,0,0,0,0
finley.parker1712@nimbusgroup.co,Finley,Parker,Nimbus Group,HS101712,SFLED001712,Paid Search,Lead,67,Manufacturing Tech,SMB,Central,1/31/2025,,,1,37,3/3/2025,Webinar Registration,0,6,0,0,0,0
devon.ross4066@pioneerhealth24.net,Devon,Ross,Pioneer Health 24,,SFLED004066,Event,Lead,37,EdTech,Enterprise,Northeast,8/21/2025,,,0,0,,,0,3,0,0,0,0
alex.sullivan3902@brightcloud66.net,Alex,Sullivan,Bright Cloud 66,HS103902,SFLED003902,Direct,SQL,45,Ecommerce,Enterprise,West,4/29/2025,5/2/2025,5/28/2025,2,78,7/1/2025,CRM Audit,0,3,0,0,0,0
bailey.stone2731@novaanalytics.io,Bailey,Stone,Nova Analytics,HS102731,SFLED002731,LinkedIn,MQL,57,Cybersecurity,Enterprise,Mountain,1/3/2025,1/7/2025,,0,0,,,0,2,0,0,0,0
bailey.perry1295@vertexworks.io,Bailey,Perry,Vertex Works,HS101295,SFLED001295,Direct,Lead,34,Ecommerce,Mid-Market,Northeast,2/5/2025,,,0,0,,,0,3,0,0,0,0
bailey.nelson3915@clearpathdynamics8.com,Bailey,Nelson,Clearpath Dynamics 80,,SFLED003915,Partner,Lead,62,Manufacturing Tech,SMB,Central,5/29/2025,,,0,0,,,0,4,0,0,0,0
logan.adams1273@summitworks81.com,Logan,Adams,Summit Works 81,HS101273,SFLED001273,Outbound,Subscriber,37,HR Tech,Mid-Market,Central,10/3/2025,,,1,53,10/20/2025,Webinar Registration,0,1,0,0,0,0
emerson.price3468@evergreenworks94.net,Emerson,Price,Evergreen Works 94,HS103468,SFLED003468,Event,Disqualified,48,Ecommerce,Mid-Market,Central,2/26/2025,,,1,63,3/2/2025,Demo Request,0,0,0,0,0,0
maya.long458@cobaltlabs40.ai,Maya,Long,Cobalt Labs 40,HS100458,SFLED000458,Referral,MQL,69,Logistics Tech,Mid-Market,International,3/23/2025,3/27/2025,,4,66.5,5/19/2025,CRM Audit,0,4,0,0,0,0
logan.ross2664@vertexdynamics39.ai,Logan,Ross,Vertex Dynamics 39,HS102664,SFLED002664,Direct,Lead,30,Ecommerce,Enterprise,Southeast,2/19/2025,,,1,67,3/24/2025,Demo Request,0,3,0,0,0,0
casey.king4009@ironwoodsoftware14.com,Casey,King,Ironwood Software 14,,SFLED004009,Paid Search,Lead,32,HR Tech,SMB,Mountain,6/13/2026,,,1,30,6/24/2026,RevOps Playbook,0,1,0,0,0,0
jamie.bell3205@summitintelligence.com,Jamie,Bell,Summit Intelligence 93,HS103205,SFLED003205,LinkedIn,Lead,27,EdTech,Mid-Market,International,7/16/2025,,,1,49,9/11/2025,Webinar Registration,0,2,0,0,0,0
cameron.murphy2026@pioneerplatform.net,Cameron,Murphy,Pioneer Platform,,SFLED002026,Organic Search,Lead,64,Ecommerce,SMB,West,12/18/2025,,,3,26.33333333,12/31/2025,Webinar Registration,0,0,0,0,0,0
bailey.torres2295@evergreenintellige.co,Bailey,Torres,Evergreen Intelligence 9,HS102295,SFLED002295,Direct,Lead,49,Cybersecurity,SMB,Mountain,8/9/2025,,,1,45,8/21/2025,CRM Audit,0,2,0,0,0,0
logan.bennett20@catalystplatform.net,Logan,Bennett,Catalyst Platform,HS100020,SFLED000020,LinkedIn,Lead,37,Ecommerce,Mid-Market,Southeast,5/9/2026,,,2,61,6/25/2026,ROI Calculator,0,2,0,0,0,0
casey.carter2458@bluepeakgroup78.co,Casey,Carter,BluePeak Group 78,HS102458,SFLED002458,Webinar,Lead,29,EdTech,Mid-Market,Northeast,1/22/2025,,,4,63.5,3/16/2025,CRM Audit,0,0,0,0,0,0
hayden.bennett795@atlasnetworks53.net,Maya,Bennett,Vertex Dynamics,HS102323,SFLED002323,Partner,Lead,23,FinTech,Mid-Market,Southeast,8/19/2025,,,3,40.33333333,10/1/2025,Contact Us,0,8,0,0,0,0
harper.james1272@catalystops.co,Harper,James,Catalyst Ops,HS101272,SFLED001272,LinkedIn,Lead,28,SaaS,Enterprise,Mountain,8/16/2025,,,1,62,10/6/2025,HubSpot-SFDC Checklist,0,3,0,0,0,0
